date,Lagged_Return_1d,High_Low_Range,Range_Change,Volatility_5d,Volatility_20d,Volume,Volume_Change,Volume_MA5,Volume_MA20,Low,High
4/25/2022,-0.002281939,0.150416961,-0.065804636,0.037249689,0.064144075,487300,1.636904762,308820,193795,15.4739743,15.62439126
4/26/2022,-0.049742726,0.188018082,0.037601121,0.026085875,0.063658197,232600,-0.52267597,290000,194145,15.6996004,15.88761848
4/27/2022,0.016847199,0.131612848,-0.056405234,0.032835754,0.063658196,237300,0.020206363,291520,200255,15.89702096,16.02863381
4/28/2022,0.0088758,0.131612833,-1.43E-08,0.03736784,0.063998953,340100,0.433206911,296420,206120,15.81241048,15.94402331
4/29/2022,-0.00527871,0.150415171,0.018802337,0.023027343,0.063731305,282200,-0.170244046,315900,216090,16.00042945,16.15084462
5/2/2022,0.012971714,0.094009934,-0.056405236,0.034154924,0.065946213,222400,-0.211906449,262920,220420,16.00043023,16.09444016
5/3/2022,-0.003492354,0.094009932,-2.04E-09,0.025225058,0.068356728,237700,0.068794964,263940,222120,16.10383919,16.19784912
5/4/2022,0.006425136,0.197421058,0.103411125,0.043285438,0.06812667,314200,0.321834245,279320,230295,15.87821808,16.07563913
5/5/2022,-0.007544828,0.216221589,0.018800531,0.056795994,0.067309256,269700,-0.141629535,265240,234330,15.81241,16.02863159
5/6/2022,-0.002924148,0.141013998,-0.075207591,0.05695141,0.067557583,233800,-0.133110864,255560,240935,15.58678687,15.72780087
5/9/2022,-0.018768335,0.291430971,0.150416972,0.075208037,0.071652456,517700,1.214285714,314620,259520,14.78770557,15.07913654
5/10/2022,-0.041243167,0.169217527,-0.122213444,0.057029538,0.070908576,327400,-0.367587406,332560,263225,15.05093363,15.22015116
5/11/2022,0.009351637,0.150415175,-0.018802352,0.061861415,0.070012463,243800,-0.255345144,318480,270800,15.09793708,15.24835225
5/12/2022,0.001852879,0.197420161,0.047004986,0.0607078,0.06593212,694000,1.84659557,403340,299735,14.33646145,14.53388161
5/13/2022,-0.046855596,0.188018978,-0.009401182,0.054574702,0.065974427,492000,-0.291066282,454980,319310,14.14844179,14.33646077
5/16/2022,-0.013583491,0.112812285,-0.075206693,0.033633597,0.047768111,347400,-0.293902439,420920,326820,14.04503089,14.15784318
5/17/2022,-0.012458974,0.103410207,-0.009402078,0.042564536,0.048331966,442600,0.274035694,443960,332615,14.62788985,14.73130006
5/18/2022,0.040504537,0.300831256,0.197421049,0.079603551,0.057344358,141100,-0.681201988,423420,328185,14.47747451,14.77830577
5/19/2022,0.003190873,0.122212562,-0.178618694,0.082653772,0.058319582,170400,0.207654146,318700,320925,14.58088615,14.70309872
5/20/2022,-0.005089017,0.291429183,0.169216621,0.100682404,0.063804237,140600,-0.174882629,248420,318715,14.46807406,14.75950324
5/23/2022,0.003836234,0.122212553,-0.16921663,0.099045311,0.064592208,224800,0.59886202,223900,305590,14.37406379,14.49627634
5/24/2022,-0.017834401,0.10341021,-0.018802344,0.099045311,0.066081937,244700,0.088523132,184320,306195,14.44927159,14.5526818
5/25/2022,0.003891031,0.112811393,0.009401183,0.079213693,0.066719398,323800,0.323252963,220860,310520,14.6748957,14.78770709
5/26/2022,0.016149964,0.065807311,-0.047004081,0.087786716,0.069970844,279900,-0.135577517,242760,307510,14.75010178,14.81590909
5/27/2022,0.001907124,0.037603797,-0.028203515,0.035549931,0.075237115,149400,-0.466237942,244520,300870,14.91932049,14.95692429
5/31/2022,0.009517823,0.188018996,0.1504152,0.056951342,0.074115929,317300,1.123828648,263020,305615,15.00393026,15.19194926
6/1/2022,0.015713456,0.169217515,-0.018801481,0.06458661,0.072465827,159900,-0.496060511,246060,301725,15.06033373,15.22955125
6/2/2022,0.002475126,0.094009933,-0.075207582,0.065267192,0.07363897,225600,0.410881801,226420,297295,14.96632427,15.06033421
6/3/2022,-0.011111098,0.13161283,0.037602897,0.0603421,0.072594092,174500,-0.226507092,205340,292535,14.85351291,14.98512574
6/6/2022,-0.004993811,0.169216633,0.037603803,0.037603689,0.072589274,146200,-0.16217765,204700,288155,14.85351372,15.02273035
6/7/2022,0.002509462,0.094009044,-0.07520759,0.037603793,0.066367998,172300,0.178522572,175700,270885,14.85351407,14.94752312
6/8/2022,-0.005006229,0.103410216,0.009401172,0.032293124,0.066795899,222900,0.293673825,188300,265660,14.98512679,15.08853701
6/9/2022,0.00943393,0.141014,0.037603784,0.030171019,0.066773264,138700,-0.377747869,170920,260405,14.966324,15.107338
6/10/2022,0.001246045,0.159816345,0.018802345,0.033502308,0.065663398,217000,0.564527758,179420,236555,14.69369626,14.85351261
6/13/2022,-0.016801464,0.272627744,0.112811399,0.071472188,0.071361283,468200,1.157603687,243820,235365,14.03563047,14.30825821
6/14/2022,-0.036708785,0.178617799,-0.094009945,0.06320363,0.071327068,115300,-0.753737719,232420,223760,14.11083752,14.28945532
6/15/2022,-0.001314129,0.235023939,0.056406139,0.054816638,0.073041144,275100,1.385949696,242860,215385,13.90401617,14.13904011
6/16/2022,-0.010526308,0.178617796,-0.056406142,0.047192518,0.064816662,403600,0.467102872,295840,228510,13.87581334,14.05443114
6/17/2022,-0.005984068,0.122212554,-0.056405243,0.057951416,0.064816663,117400,-0.709117939,275920,225860,13.83820952,13.96042207
6/21/2022,-0.006688927,0.169216624,0.04700407,0.040105839,0.055765005,351000,1.989778535,252480,236380,13.64078942,13.81000605
